Date,Open,High,Low,Close,Volume,Adj Close
2009-01-02,308.60052,321.820563,305.500529,321.320557,7248000,160.499779
2009-01-05,321.000544,331.240583,315.000528,328.050564,9814500,163.861421
2009-01-06,332.980573,340.800591,326.390554,334.060566,12898500,166.86342
2009-01-07,328.320555,330.910553,318.750561,322.010543,9022600,160.844427
2009-01-08,318.280544,325.190545,317.340539,325.190545,7228300,162.43284
2009-01-09,327.500567,327.500567,313.400526,315.070553,8713400,157.377899
2009-01-12,316.310537,318.950558,310.230541,312.690537,6633300,156.18908
2009-01-13,311.770535,320.600551,310.390532,314.320528,8898100,157.003261
2009-01-14,310.000525,313.80055,297.750506,300.970513,10976700,150.334921
2009-01-15,297.570512,303.580514,286.790492,298.99052,11913400,149.345914
2009-01-16,305.020525,308.250518,295.700519,299.670521,10487900,149.685575
2009-01-20,299.140525,299.500513,282.750497,282.750497,10134100,141.234014
2009-01-21,288.350489,303.500534,288.350489,303.080507,9885800,151.388865
2009-01-22,298.040499,309.350545,295.150521,306.500511,16595900,153.097158
2009-01-23,309.270534,331.960558,304.220509,324.700555,21545900,162.188089
2009-01-26,324.85056,328.000573,320.560546,323.87055,9255900,161.773501
2009-01-27,326.450562,333.870587,324.270543,331.480554,9891400,165.574702
2009-01-28,337.980576,352.330605,336.31058,348.670599,15440300,174.161139
2009-01-29,344.540576,345.050599,340.110574,343.320595,14622100,171.488809
2009-01-30,344.690581,348.800602,336.000584,338.530574,9378900,169.096191
2009-02-02,334.290582,345.000577,332.000563,340.570575,10452800,170.115172
2009-02-03,342.5706,343.000582,333.830581,340.450589,13162100,170.055239
2009-02-04,340.070568,354.440599,339.170569,343.000582,13685800,171.328962
2009-02-05,340.91059,355.380604,337.000566,353.720594,14583200,176.683613
2009-02-06,356.460597,373.810633,355.440612,371.280643,14128800,185.454867
2009-02-09,371.280643,381.000642,367.300625,378.770662,9991800,189.196135
2009-02-10,375.980636,377.500658,357.890622,358.510614,14260600,179.076231
2009-02-11,358.950613,365.00062,353.000619,358.040627,10502300,178.841472
2009-02-12,353.16061,363.620617,351.480597,363.050616,11142200,181.343964
2009-02-13,362.190622,362.990608,355.230599,357.680609,8324300,178.661643
2009-02-17,346.510583,347.0906,339.690578,342.660597,11403300,171.15914
2009-02-18,347.240605,353.380609,340.520583,353.110618,12094100,176.37893
2009-02-19,357.470627,359.800621,341.410597,342.640595,10014700,171.149148
2009-02-20,338.050571,348.920587,335.000571,346.450605,12480700,173.05225
2009-02-23,347.000603,349.800614,329.550553,330.060576,10481200,164.865423
2009-02-24,331.020553,349.62059,330.890581,345.450592,12237400,172.552743
2009-02-25,342.150574,352.300616,338.920581,341.640582,12926300,170.649641
2009-02-26,345.960585,352.490596,337.160588,337.180591,11253200,168.421873
2009-02-27,332.950585,343.820601,331.110581,337.990593,10880500,168.82647
2009-03-02,333.330575,340.700577,326.000547,327.160551,11620300,163.416859
2009-03-03,330.070562,333.690562,322.350559,325.480569,13098400,162.577707
2009-03-04,323.160561,329.000555,315.380549,318.920538,15695300,159.300968
2009-03-05,316.480545,319.08056,302.640509,305.640517,13108600,152.667591
2009-03-06,307.220517,310.190536,294.250491,308.570531,14522500,154.131134
2009-03-09,299.980517,306.570536,289.450485,290.890496,12991000,145.299948
2009-03-10,298.250512,310.500532,294.250491,308.170538,13510700,153.931338
2009-03-11,310.100539,320.000562,305.710511,317.910539,11891500,158.796473
2009-03-12,317.540535,325.000565,313.650545,323.530565,10085800,161.603679
2009-03-13,326.100561,327.460561,319.030538,324.420548,7842000,162.048226
2009-03-16,325.990561,329.730577,318.59054,319.690535,9930500,159.685582
2009-03-17,320.180556,335.340587,319.090546,335.340587,9460300,167.50279
2009-03-18,334.810561,340.000574,328.050564,333.100559,10061900,166.383896
2009-03-19,331.680581,336.000584,327.38055,329.94056,8253100,164.805475
2009-03-20,330.300578,332.990559,326.340563,330.160559,9511200,164.915364
2009-03-23,333.56056,349.450613,333.030565,348.600605,8574900,174.126176
2009-03-24,346.500597,353.84061,344.000595,347.17058,7668500,173.411878
2009-03-25,350.400604,351.340609,336.250572,344.070589,8705000,171.863431
2009-03-26,353.13059,359.160626,348.500592,353.290612,12051500,176.468837
2009-03-27,350.000611,352.000606,345.470595,347.700606,6670400,173.676626
2009-03-30,342.550598,343.810585,336.050575,342.690586,6211300,171.174119
2009-03-31,348.930604,353.510611,346.180584,348.060593,7337900,173.85644
2009-04-01,343.780596,355.240616,340.61058,354.090598,6627100,176.868431
2009-04-02,363.310621,369.760621,360.32063,362.500618,9009500,181.06924
2009-04-03,364.500614,371.720641,358.000622,369.780624,7607900,184.705606
2009-04-06,367.000615,369.820629,361.400623,368.24063,6585100,183.936379
2009-04-07,362.600632,363.750619,355.31061,358.650603,7387700,179.146155
2009-04-08,363.500631,365.00062,356.210609,362.000612,5551000,180.819487
2009-04-09,369.500647,374.350645,366.250621,372.500625,6790400,186.064248
2009-04-13,371.330635,379.10066,370.300633,378.110634,6123000,188.86645
2009-04-14,376.940644,376.990635,365.60064,368.910644,6882800,184.271051
2009-04-15,367.100629,381.06065,364.160629,379.500653,9898300,189.560766
2009-04-16,381.500648,392.90066,381.020645,388.740679,20446400,194.176163
2009-04-17,386.020648,399.820678,384.810652,392.240663,21541900,195.924407
2009-04-20,386.15065,390.650677,375.890639,379.300657,8890900,189.460868
2009-04-21,376.170647,384.30066,376.100652,381.47066,7418400,190.544785
2009-04-22,381.750667,390.000666,379.010664,383.860662,7029800,191.738592
2009-04-23,387.51065,389.750678,381.110642,384.690667,5237500,192.15318
2009-04-24,386.050667,393.180668,380.500666,389.490673,6796100,194.550786
2009-04-27,384.340665,389.490673,382.750649,385.950654,4598200,192.782544
2009-04-28,383.750662,389.050675,381.540654,383.710657,5909100,191.663665
2009-04-29,385.970656,394.97068,385.830668,391.470666,7247000,195.539793
2009-04-30,395.76068,403.750705,394.800672,395.970693,8744000,197.787559
2009-05-01,395.030688,397.590667,391.550677,393.69066,4873500,196.648681
2009-05-04,398.170685,402.400691,394.790686,401.980695,6430000,200.789558
2009-05-05,399.9807,405.000706,397.250682,402.990694,4819500,201.294053
2009-05-06,406.790688,408.28069,401.000685,403.470698,5285400,201.533815
2009-05-07,404.100706,404.990689,392.500667,396.610688,6021900,198.107237
2009-05-08,402.850705,410.130711,395.000669,407.330699,7759100,203.461888
2009-05-11,402.800683,412.000704,401.200681,407.980711,5137700,203.786569
2009-05-12,410.010695,410.990705,395.110668,399.010676,7609900,199.306032
2009-05-13,394.090683,396.390689,388.350672,389.540665,5706800,194.575757
2009-05-14,388.800657,392.210674,384.690667,387.500664,5895900,193.556775
2009-05-15,391.100662,394.110686,389.09068,390.000666,6039900,194.805527
2009-05-18,394.730678,397.310691,385.400656,396.840673,6728500,198.222114
2009-05-19,396.100665,401.64068,393.000674,398.880673,5696100,199.241096
2009-05-20,402.090694,405.670689,395.000669,397.180688,4585000,198.391952
2009-05-21,396.300692,402.840689,393.840665,396.500688,5459900,198.052292
2009-05-22,396.660679,398.650688,392.000661,393.50068,3450000,196.553786
2009-05-26,391.950669,405.000706,390.000666,404.36068,6232200,201.978362
2009-05-27,405.6407,411.860715,404.810695,405.560689,6091200,202.577767
2009-05-28,408.680714,411.620714,404.610699,410.400701,5357500,204.995355
2009-05-29,412.110703,417.230723,410.700711,417.230723,5316100,208.406954
2009-06-01,418.730711,429.600728,418.530715,426.560745,6669600,213.067305
2009-06-02,426.250718,429.960746,423.400716,428.400749,5266800,213.986388
2009-06-03,426.000731,432.460747,424.000735,431.650745,7092000,215.609763
2009-06-04,435.300734,441.240742,434.500748,440.280765,7303300,219.920462
2009-06-05,445.070755,447.340771,439.460746,444.32076,7389100,221.938442
2009-06-08,439.500751,440.920759,434.120758,438.770759,6220500,219.166213
2009-06-09,438.580749,440.500764,431.760745,435.620746,6534100,217.59278
2009-06-10,436.230752,437.890763,426.670745,432.600736,6742900,216.084284
2009-06-11,431.770731,433.730751,428.37073,429.000739,5751800,214.286083
2009-06-12,426.860724,427.700746,421.21071,424.840727,5858600,212.208155
2009-06-15,421.500734,421.500734,414.000699,416.770722,7501700,208.177184
2009-06-16,419.310728,421.090724,415.420707,416.000725,6122100,207.79257
2009-06-17,416.190704,419.720707,411.560705,415.160703,7006200,207.372978
2009-06-18,415.680712,418.690706,413.000717,414.060707,6193400,206.82353
2009-06-19,418.210702,420.460716,414.580716,420.090712,8550100,209.83552
2009-06-22,416.950715,417.490727,401.890698,407.350702,8279600,203.471879
2009-06-23,406.650699,408.99071,402.550695,405.680706,5820800,202.637715
2009-06-24,408.740691,412.23072,406.560702,409.290689,4934000,204.440904
2009-06-25,407.000701,415.900711,406.510711,415.770709,6111700,207.677677
2009-06-26,413.680717,428.230741,413.110716,425.32073,6537800,212.447917
2009-06-29,426.000731,427.800729,422.240712,424.140724,4354800,211.858503
2009-06-30,424.000735,427.210726,418.220719,421.590731,5207100,210.584781
2009-07-01,424.200732,426.400723,418.150725,418.990716,4638900,209.286072
2009-07-02,415.410721,415.410721,406.81069,408.490703,5054000,204.04131
2009-07-06,406.500694,410.640703,401.660682,409.610702,4542100,204.60075
2009-07-07,408.240685,409.190706,395.980679,396.63069,6543000,198.117228
