Date,Open,High,Low,Close,Volume,Adj Close
2009-09-04,20100.0,20100.0,19650.0,19900.0,45200,18720.67
2009-09-07,20150.0,20500.0,19900.0,19900.0,105500,18720.67
2009-09-08,20250.0,20400.0,19950.0,20400.0,103500,19191.04
2009-09-09,20400.0,20400.0,20000.0,20200.0,60200,19002.89
2009-09-10,20550.0,21100.0,20250.0,21100.0,114700,19849.55
2009-09-11,21050.0,21250.0,20850.0,21250.0,64000,19990.66
2009-09-14,21250.0,21300.0,20400.0,20600.0,56900,19379.18
2009-09-15,20450.0,20650.0,20150.0,20350.0,73100,19144.0
2009-09-16,20450.0,20750.0,20350.0,20650.0,72200,19426.22
2009-09-17,20650.0,20650.0,19950.0,20200.0,101000,19002.89
2009-09-18,20200.0,21100.0,20150.0,21100.0,99300,19849.55
2009-09-21,20950.0,20950.0,20550.0,20850.0,51400,19614.37
2009-09-22,20700.0,20700.0,19850.0,20000.0,248500,18814.74
2009-09-23,20100.0,20100.0,19650.0,19650.0,77100,18485.48
2009-09-24,19800.0,19900.0,19500.0,19650.0,36600,18485.48
2009-09-25,19650.0,20000.0,19500.0,20000.0,33300,18814.74
2009-09-28,19850.0,19950.0,19600.0,19650.0,21300,18485.48
2009-09-29,19700.0,20100.0,19700.0,20100.0,35000,18908.82
2009-09-30,20100.0,20100.0,19850.0,20000.0,32800,18814.74
2009-10-01,20050.0,20050.0,19600.0,19850.0,23300,18673.63
2009-10-05,19950.0,20000.0,19700.0,19850.0,15600,18673.63
2009-10-06,20000.0,20000.0,19500.0,19850.0,48200,18673.63
2009-10-07,19850.0,19850.0,19200.0,19450.0,107900,18297.34
2009-10-08,19300.0,20050.0,19250.0,20000.0,97300,18814.74
2009-10-09,19900.0,20650.0,19900.0,20600.0,106400,19379.18
2009-10-12,20900.0,20900.0,20300.0,20850.0,49300,19614.37
2009-10-13,20900.0,21150.0,20700.0,21000.0,65400,19755.48
2009-10-14,20750.0,21050.0,20550.0,20800.0,18800,19567.33
2009-10-15,20650.0,20900.0,20400.0,20400.0,28200,19191.04
2009-10-16,20250.0,20800.0,20250.0,20700.0,32100,19473.26
2009-10-19,20850.0,20850.0,20450.0,20700.0,16100,19473.26
2009-10-20,20700.0,20700.0,20400.0,20700.0,21100,19473.26
2009-10-21,20450.0,20700.0,20400.0,20600.0,15300,19379.18
2009-10-22,20550.0,20650.0,20350.0,20550.0,19400,19332.15
2009-10-23,20450.0,20700.0,19750.0,20200.0,82800,19002.89
2009-10-26,20200.0,20300.0,19700.0,20300.0,41200,19096.96
2009-10-27,20300.0,20500.0,19650.0,19750.0,52000,18579.56
2009-10-28,19900.0,20300.0,19350.0,20200.0,48700,19002.89
2009-10-29,20200.0,20200.0,19450.0,19600.0,30200,18438.45
2009-10-30,19400.0,19700.0,19400.0,19550.0,16600,18391.41
2009-11-02,19050.0,19350.0,19000.0,19300.0,13100,18156.23
2009-11-03,19050.0,19200.0,18950.0,18950.0,16400,17826.97
2009-11-04,18850.0,18900.0,18600.0,18850.0,25000,17732.89
2009-11-05,18900.0,18900.0,18600.0,18800.0,37900,17685.86
2009-11-06,18850.0,19000.0,18700.0,18750.0,15700,17638.82
2009-11-09,18750.0,19250.0,18500.0,18700.0,31100,17591.78
2009-11-10,18750.0,18750.0,18400.0,18650.0,38200,17544.75
2009-11-11,18550.0,18700.0,18300.0,18500.0,24800,17403.64
2009-11-12,18450.0,18700.0,18450.0,18500.0,8900,17403.64
2009-11-13,18500.0,18650.0,18400.0,18500.0,12700,17403.64
2009-11-16,18600.0,18750.0,18500.0,18500.0,30400,17403.64
2009-11-17,18750.0,19600.0,18700.0,18750.0,75900,17638.82
2009-11-18,18900.0,18950.0,18600.0,18950.0,50700,17826.97
2009-11-19,18750.0,19150.0,18700.0,19150.0,57800,18015.12
2009-11-20,18900.0,18900.0,18750.0,18850.0,50800,17732.89
2009-11-23,18750.0,18750.0,18250.0,18250.0,79400,17168.45
2009-11-24,18200.0,18400.0,17900.0,18300.0,81400,17215.49
2009-11-25,18350.0,18400.0,17950.0,18300.0,55600,17215.49
2009-11-26,18100.0,18300.0,17900.0,18000.0,103800,16933.27
2009-11-27,18000.0,18100.0,17800.0,17900.0,70700,16839.19
2009-11-30,18000.0,19150.0,17800.0,19150.0,61500,18015.12
2009-12-01,18950.0,18950.0,18550.0,18650.0,37700,17544.75
2009-12-02,18700.0,19000.0,18400.0,18750.0,58000,17638.82
2009-12-03,18700.0,19000.0,18650.0,19000.0,23600,17874.01
2009-12-04,18800.0,19050.0,18800.0,19000.0,21000,17874.01
2009-12-07,19300.0,19700.0,19000.0,19350.0,116300,18203.26
2009-12-08,19450.0,19750.0,19250.0,19750.0,64100,18579.56
2009-12-09,19600.0,19750.0,19400.0,19700.0,43700,18532.52
2009-12-10,19750.0,20150.0,19400.0,20100.0,59600,18908.82
2009-12-11,20100.0,20100.0,19700.0,19800.0,49200,18626.6
2009-12-14,19850.0,20250.0,19600.0,20150.0,62400,18955.85
2009-12-15,20050.0,20350.0,20050.0,20200.0,52800,19002.89
2009-12-16,20000.0,20100.0,19700.0,19850.0,42900,18673.63
2009-12-17,19850.0,20050.0,19800.0,20050.0,32700,18861.78
2009-12-18,19900.0,20100.0,19700.0,19950.0,56700,18767.71
2009-12-21,20100.0,21600.0,20050.0,21500.0,320000,20225.85
2009-12-22,21800.0,22050.0,21300.0,22000.0,114900,20696.22
2009-12-23,22200.0,22250.0,21550.0,21950.0,125200,20649.18
2009-12-24,22000.0,22000.0,21300.0,21800.0,145000,20508.07
2009-12-28,21600.0,21800.0,20900.0,21500.0,102500,20225.85
2009-12-29,21450.0,21500.0,21100.0,21500.0,60400,20463.8
2009-12-30,21700.0,22000.0,21500.0,22000.0,170700,20939.7
2010-01-04,22000.0,22000.0,21100.0,21100.0,209700,20083.08
2010-01-05,21350.0,21500.0,20950.0,21200.0,124800,20178.26
2010-01-06,21400.0,21700.0,21150.0,21600.0,141300,20558.98
2010-01-07,21800.0,22350.0,21600.0,21750.0,316200,20701.75
2010-01-08,21900.0,22800.0,21500.0,22800.0,423700,21701.15
2010-01-11,23050.0,23250.0,22550.0,22600.0,249500,21510.78
2010-01-12,22700.0,23800.0,22700.0,23600.0,323500,22462.59
2010-01-13,23200.0,24150.0,23050.0,23300.0,245100,22177.05
2010-01-14,23550.0,24000.0,23200.0,23250.0,120400,22129.46
2010-01-15,23400.0,23400.0,22350.0,22600.0,243100,21510.78
2010-01-18,22400.0,23050.0,22150.0,22900.0,116900,21796.33
2010-01-19,22950.0,22950.0,22400.0,22600.0,126400,21510.78
2010-01-20,22500.0,23000.0,22300.0,22650.0,192400,21558.38
2010-01-21,22400.0,22500.0,21900.0,22000.0,277200,20939.7
2010-01-22,21700.0,22650.0,21650.0,22100.0,246400,21034.88
2010-01-25,22000.0,24150.0,22000.0,23100.0,552400,21986.69
2010-01-26,23150.0,23400.0,22850.0,23000.0,222000,21891.51
2010-01-27,22550.0,22650.0,20950.0,21200.0,571200,20178.26
2010-01-28,21000.0,21650.0,20400.0,21550.0,340300,20511.39
2010-01-29,21400.0,22100.0,21050.0,21500.0,92000,20463.8
2010-02-01,21250.0,21400.0,20350.0,20850.0,124800,19845.13
2010-02-02,20700.0,21650.0,20700.0,21400.0,65300,20368.62
2010-02-03,21550.0,22050.0,21100.0,22000.0,62400,20939.7
2010-02-04,22000.0,22500.0,21800.0,22500.0,61800,21415.6
2010-02-05,21600.0,22150.0,21550.0,21850.0,45300,20796.93
2010-02-08,22000.0,22300.0,21250.0,22000.0,96900,20939.7
2010-02-09,21600.0,22700.0,21600.0,22600.0,64300,21510.78
2010-02-10,22600.0,23050.0,22300.0,22500.0,63500,21415.6
2010-02-11,22350.0,22950.0,22350.0,22900.0,35000,21796.33
2010-02-12,22700.0,22900.0,22400.0,22700.0,18500,21605.97
2010-02-16,22700.0,23200.0,22300.0,22750.0,31300,21653.56
2010-02-17,22850.0,23750.0,22600.0,23750.0,100100,22605.36
2010-02-18,23750.0,23850.0,23550.0,23650.0,75700,22510.18
2010-02-19,23300.0,23750.0,22750.0,23650.0,69800,22510.18
2010-02-22,23650.0,24050.0,23450.0,23650.0,97800,22510.18
2010-02-23,23400.0,23900.0,23300.0,23800.0,39400,22652.95
2010-02-24,23700.0,23700.0,23150.0,23150.0,37000,22034.28
2010-02-25,23200.0,23450.0,22800.0,23150.0,53600,22034.28
2010-02-26,23200.0,23200.0,22550.0,22900.0,50700,21796.33
2010-03-02,23000.0,23250.0,22300.0,22750.0,89200,21653.56
2010-03-03,22500.0,22800.0,22100.0,22750.0,118500,21653.56
2010-03-04,22700.0,23250.0,22700.0,22950.0,75400,21843.92
2010-03-05,22800.0,24000.0,22750.0,23500.0,165100,22367.41
2010-03-08,23900.0,24200.0,23700.0,24200.0,87200,23033.67
2010-03-09,24200.0,24200.0,23700.0,23800.0,31000,22652.95
2010-03-10,24000.0,24000.0,23250.0,23350.0,37300,22224.64
2010-03-11,23400.0,23950.0,22550.0,22900.0,166800,21796.33
2010-03-12,22750.0,23200.0,22750.0,23200.0,68200,22081.87
2010-03-15,23250.0,23350.0,22950.0,23200.0,15500,22081.87
2010-03-16,23350.0,23400.0,22950.0,23200.0,63500,22081.87
2010-03-17,23150.0,23500.0,22750.0,23500.0,80800,22367.41
2010-03-18,23450.0,23450.0,22750.0,22950.0,78100,21843.92
2010-03-19,22850.0,23350.0,22450.0,22800.0,123800,21701.15
2010-03-22,22800.0,22950.0,22600.0,22700.0,19400,21605.97
2010-03-23,22800.0,23300.0,22550.0,23200.0,60000,22081.87
2010-03-24,23200.0,23500.0,22800.0,23150.0,64600,22034.28
2010-03-25,23050.0,23500.0,22750.0,23500.0,76700,22367.41
2010-03-26,23500.0,23800.0,23250.0,23800.0,59600,22652.95
2010-03-29,23400.0,23550.0,23100.0,23100.0,45600,21986.69
2010-03-30,23100.0,23950.0,23100.0,23800.0,64800,22652.95
2010-03-31,23900.0,24100.0,23700.0,23800.0,51400,22652.95
2010-04-01,23800.0,24500.0,23800.0,24250.0,87800,23081.26
2010-04-02,24300.0,24700.0,23850.0,24200.0,96800,23033.67
2010-04-05,24550.0,24550.0,23650.0,23850.0,36500,22700.54
2010-04-06,23750.0,24450.0,23750.0,24250.0,49200,23081.26
2010-04-07,24050.0,24250.0,23750.0,24000.0,15000,22843.31
2010-04-08,24000.0,24500.0,23600.0,24450.0,37200,23271.62
2010-04-09,24850.0,24950.0,24000.0,24000.0,97500,22843.31
2010-04-12,24050.0,24350.0,23800.0,23950.0,56600,22795.72
2010-04-13,24050.0,24700.0,24050.0,24500.0,59600,23319.21
2010-04-14,24650.0,25200.0,24500.0,25200.0,63000,23985.48
2010-04-15,25200.0,25200.0,24600.0,25200.0,46000,23985.48
2010-04-16,25150.0,25550.0,24900.0,25300.0,38800,24080.66
2010-04-19,25000.0,25300.0,24600.0,24600.0,34100,23414.39
2010-04-20,24700.0,24950.0,24400.0,24650.0,102400,23461.98
2010-04-21,24750.0,24950.0,24300.0,24950.0,87300,23747.53
2010-04-22,24800.0,24950.0,24500.0,24950.0,60600,23747.53
2010-04-23,24800.0,24900.0,24550.0,24900.0,22100,23699.94
2010-04-26,24850.0,24900.0,24550.0,24700.0,37200,23509.57
2010-04-27,24700.0,24700.0,24050.0,24350.0,77500,23176.44
2010-04-28,23950.0,24500.0,23750.0,24500.0,59700,23319.21
2010-04-29,24300.0,24500.0,23550.0,23750.0,90600,22605.36
2010-04-30,23750.0,23850.0,23300.0,23300.0,94700,22177.05
2010-05-03,23300.0,23550.0,23100.0,23450.0,56300,22319.82
2010-05-04,23450.0,23650.0,22800.0,22850.0,68100,21748.74
2010-05-06,22750.0,23650.0,22450.0,23500.0,71700,22367.41
2010-05-07,22750.0,24150.0,22750.0,24050.0,90300,22890.9
2010-05-10,23900.0,24650.0,23800.0,24400.0,44700,23224.03
2010-05-11,24450.0,24450.0,23600.0,24150.0,52400,22986.08
2010-05-12,23900.0,24050.0,23500.0,23500.0,29900,22367.41
2010-05-13,23500.0,23950.0,23050.0,23800.0,62300,22652.95
2010-05-14,23750.0,23750.0,23200.0,23200.0,52700,22081.87
2010-05-17,22950.0,23300.0,22650.0,23300.0,24700,22177.05
